"Condition","hour","id","day","phase","Trial","n","Mean","sum","sqrt","sd","se","mean_Temp","sd_Temp","se_Temp"
"KO",1,1110163,"Morphine Day 1","light",6,60,0.151666666666667,9.1,0.389444048184931,0.123331806373201,0.0159220677380362,35.5466666666667,0.183420113000476,0.0236794347670109
"KO",1,1110163,"Morphine Day 6","light",6,60,0.0505,3.03,0.224722050542442,0.10279855238709,0.013271236046981,34.5553333333333,0.624308340449494,0.0805978601819761
"KO",1,1110163,"Morphine Day 10","light",6,60,0.0523333333333333,3.14,0.22876479915698,0.111315198631309,0.0143707303492943,34.2678333333333,0.496759300124202,0.0641313498818229
"KO",1,1110165,"Saline","light",6,60,0.109666666666667,6.58,0.331159578853861,0.151780022207282,0.0195947166098598,35.6131666666667,0.862077686669309,0.111293750786908
"KO",1,1110165,"Morphine Day 1","light",6,60,0.0911666666666667,5.47,0.301938183518856,0.116663962841953,0.0150612528396482,35.0806666666667,0.604701541921517,0.078066633376266
"KO",1,1110165,"Morphine Day 6","light",6,60,0.0743333333333333,4.46,0.27264140062238,0.141281863562707,0.0182394101566504,34.5491666666667,0.616447701237974,0.0795830560234172
"KO",1,1110165,"Morphine Day 10","light",6,60,0.038,2.28,0.194935886896179,0.0803551439084168,0.0103738044713133,34.3691666666667,0.628418223221475,0.0811284437663343
"KO",1,1110169,"Saline","light",6,60,0.0656666666666667,3.94,0.256255081250434,0.135451119041954,0.0174866642758215,34.6003333333333,0.599559065852838,0.0774027425705239
"KO",1,1110169,"Morphine Day 1","light",6,60,0.088,5.28,0.296647939483827,0.14466559920458,0.0186762485496152,34.6155,0.557705423125014,0.0719994605284247
"KO",1,1110169,"Morphine Day 6","light",6,60,0.0925,5.55,0.304138126514911,0.151216815942305,0.0195220069937019,34.3225,0.500246125862738,0.0645814971490387
"KO",1,1110169,"Morphine Day 10","light",6,60,0.0168333333333333,1.01,0.129743336373524,0.0630171261808279,0.00813547600747327,33.9193333333333,0.389026889692672,0.0502231555002197
"KO",2,53375,"Saline","light",6,60,0.00466666666666667,0.28,0.0683130051063973,0.0200395089985746,0.00258708948725511,35.6855,0.437571979550948,0.0564902996522611
"KO",2,53375,"Morphine Day 1","light",6,60,0.0318333333333333,1.91,0.178418982547635,0.0698786276258346,0.0090212920350229,50.4253333333333,25.2312088471204,3.25733505565262
"KO",2,53375,"Morphine Day 6","light",6,60,0.021,1.26,0.144913767461894,0.0473250569672045,0.00610963858307668,34.2886666666667,0.565782693705963,0.0730422316765188
"KO",2,53375,"Morphine Day 10","light",6,60,0.0201666666666667,1.21,0.142009389360939,0.0465592994103425,0.00601077970757804,34.4201666666667,0.371056629908253,0.0479032049378171
"KO",2,1011099,"Saline","light",7,60,0.0358333333333333,2.15,0.189296944860009,0.0599517225736511,0.00773973410347326,34.8945,0.457226068773535,0.0590276316603929
"KO",2,1011099,"Morphine Day 1","light",7,60,0.0261666666666667,1.57,0.161761140780679,0.0615641230176947,0.00794789410571321,34.6306666666667,0.369373572631004,0.0476859231776339
"KO",2,1011099,"Morphine Day 6","light",7,60,0.00583333333333333,0.35,0.0763762615825973,0.0154362183243886,0.00199280721662597,33.6933333333333,0.21259228637462,0.0274455461553688
"KO",2,1011099,"Morphine Day 10","light",7,60,0.0111666666666667,0.67,0.105672449894316,0.0375112035994612,0.00484267556123029,33.7998333333333,0.132581815695469,0.0171162388066164
"KO",2,1071184,"Saline","light",6,60,0.00316666666666667,0.19,0.0562731433871138,0.0139601936107533,0.00180225324547596,33.453,0.195051492549436,0.0251810394098955
"KO",2,1071184,"Morphine Day 1","light",6,60,0.0015,0.09,0.0387298334620742,0.00732421106991123,0.000945551583262473,33.282,0.288196025566874,0.0372059469154556
"KO",2,1071184,"Morphine Day 6","light",6,60,0.0276666666666667,1.66,0.166332999331662,0.0732390251318236,0.00945511748760064,33.8188333333333,0.293858559697253,0.0379369769282654
"KO",2,1071184,"Morphine Day 10","light",6,60,0.00216666666666667,0.13,0.0465474668125631,0.00804471964236752,0.00103856883999324,32.9931666666667,0.219347968017591,0.028317700905219
"KO",2,1105705,"Saline","light",6,60,0.0413333333333333,2.48,0.203306009093025,0.0724736460965714,0.0093563074790317,34.7546666666667,0.225023288185886,0.0290503815884257
"KO",2,1105705,"Morphine Day 1","light",6,60,0.00316666666666667,0.19,0.0562731433871138,0.0133393348075286,0.00172210071863478,34.4813333333333,0.0860127437673946,0.0111041974724242
"KO",2,1105705,"Morphine Day 6","light",6,56,0.0467857142857143,2.62,0.216300056138953,0.0903549997179236,0.0120741947188045,34.8755357142857,0.095153839894947,0.0127154667115298
"KO",2,1105705,"Morphine Day 10","light",6,60,0.0118333333333333,0.71,0.108781125813871,0.0416804496977378,0.00538092291805915,34.2661666666667,0.120114234704014,0.0155066810217032
"KO",2,1110163,"Saline","light",6,60,0.0121666666666667,0.73,0.110302614051829,0.0379156810575321,0.00489489337653113,34.3068333333333,0.197222163868324,0.025461271872167
"KO",2,1110163,"Morphine Day 1","light",6,60,0.022,1.32,0.148323969741913,0.0749643983298015,0.00967786220965934,33.885,0.688423647650245,0.088875110749492
"KO",2,1110163,"Morphine Day 6","light",6,60,0.0198333333333333,1.19,0.140830867828517,0.0559506945979109,0.00722320361288155,33.7135,0.512272520825801,0.0661340980626007
"KO",2,1110163,"Morphine Day 10","light",6,60,0.019,1.14,0.137840487520902,0.051212419044669,0.00661149486929996,33.7013333333333,0.255266339251383,0.0329547426922647
"KO",2,1110165,"Saline","light",6,60,0.0408333333333333,2.45,0.202072594216369,0.0618717006767453,0.00798760221075216,34.4441666666667,0.706040023032897,0.0911493750320771
"KO",2,1110165,"Morphine Day 1","light",6,60,0.0155,0.93,0.124498995979887,0.0372087560316618,0.00480362974812403,34.3438333333333,0.202794808768067,0.0261806972352014
"KO",2,1110165,"Morphine Day 6","light",6,60,0.0295,1.77,0.171755640373177,0.0665728860163233,0.00859452262833949,34.0343333333333,0.258308491606758,0.0333474828725644
"KO",2,1110165,"Morphine Day 10","light",6,60,0.0176666666666667,1.06,0.132916013582513,0.0450749532715163,0.00581915144505534,33.9641666666667,0.224803429513217,0.0290219979558334
"KO",2,1110169,"Saline","light",6,60,0.00733333333333333,0.44,0.0856348838577675,0.0209815630661913,0.00270870814442532,33.8041666666667,0.268077219248906,0.0346086201882869
"KO",2,1110169,"Morphine Day 1","light",6,60,0.0146666666666667,0.88,0.1211060141639,0.0591311861469161,0.00763380330628323,33.7185,0.145133778147343,0.0187366901912273
"KO",2,1110169,"Morphine Day 6","light",6,60,0.0128333333333333,0.77,0.113284303119776,0.0679504222724602,0.00877236179429999,33.734,0.323959612465003,0.0418230061306921
"KO",2,1110169,"Morphine Day 10","light",6,60,0.000833333333333333,0.05,0.0288675134594813,0.00461819051315764,0.000596205831569087,33.373,0.21602965898071,0.0278893090506386
"KO",3,53375,"Saline","light",6,60,0.0293333333333333,1.76,0.171269767715535,0.0556583606239407,0.0071854634591243,35.7338333333333,0.629247847121739,0.0812355477513122
"KO",3,53375,"Morphine Day 1","light",6,60,0.0186666666666667,1.12,0.136626010212795,0.0538505989349211,0.00695208242860814,36.4631666666667,5.29732695357832,0.683881969020817
"KO",3,53375,"Morphine Day 6","light",6,60,0.00616666666666667,0.37,0.0785281265959316,0.0247764012014896,0.00319861964107742,34.093,0.613520820029907,0.079205197284245
"KO",3,53375,"Morphine Day 10","light",6,60,0.0216666666666667,1.3,0.147196014438797,0.0431853187022213,0.00557520067114543,34.195,0.72999071273405,0.0942413957768353
"KO",3,1011099,"Saline","light",7,60,0.00533333333333333,0.32,0.0730296743340221,0.0176084212005262,0.00227323740208812,34.6693333333333,0.3672475111737,0.0474114498237287
"KO",3,1011099,"Morphine Day 1","light",7,60,0.00166666666666667,0.1,0.0408248290463863,0.00977139836403678,0.00126148210443576,34.3056666666667,0.131990840291681,0.0170399442100535
"KO",3,1011099,"Morphine Day 6","light",7,60,0.017,1.02,0.130384048104053,0.0379249928773331,0.00489609552729819,33.708,0.547214208359495,0.0706450505261466
"KO",3,1011099,"Morphine Day 10","light",7,60,0.0258333333333333,1.55,0.160727512683216,0.0557625616057598,0.00719891574803243,34.1081666666667,0.325818352567894,0.0420629684461396
"KO",3,1071184,"Saline","light",6,60,0.0673333333333333,4.04,0.259486672747048,0.0915380196396449,0.0118175075203051,33.8236666666667,0.79050716753291,0.102054036497085
"KO",3,1071184,"Morphine Day 1","light",6,60,0.055,3.3,0.234520787991171,0.0955714303810754,0.0123382186079709,33.6896666666667,0.645820898367622,0.083375119467017
"KO",3,1071184,"Morphine Day 6","light",6,60,0.002,0.12,0.0447213595499958,0.00819259690621946,0.00105765971266595,33.4325,0.350058711782631,0.0451923853642985
"KO",3,1071184,"Morphine Day 10","light",6,60,0.057,3.42,0.238746727726266,0.0952125187609988,0.0122918833170603,33.9651666666667,0.553584595120567,0.0714674639206311
"KO",3,1105705,"Saline","light",6,60,0.0341666666666667,2.05,0.184842275106824,0.0729590474092833,0.00941897251904372,34.8255,0.11249745759839,0.0145233593256413
"KO",3,1105705,"Morphine Day 1","light",6,60,0.0471666666666667,2.83,0.217178881723492,0.11412291421105,0.0147332048720017,34.2098333333333,0.194182263382703,0.0250688224070024
"KO",3,1105705,"Morphine Day 6","light",6,60,0.016,0.96,0.126491106406735,0.0519191026534452,0.00670272733089422,34.2055,0.380550114742471,0.0491288085598304
"KO",3,1105705,"Morphine Day 10","light",6,60,0.0138333333333333,0.83,0.117615191762516,0.0529499817277754,0.00683581324712204,33.9633333333333,0.256559152769993,0.0331216441998423
"KO",3,1110163,"Saline","light",6,60,0.0485,2.91,0.220227155455452,0.120181007552238,0.0155153013593416,34.6078333333333,0.267683671565149,0.0345578134007827
"KO",3,1110163,"Morphine Day 1","light",6,60,0.00933333333333333,0.56,0.0966091783079296,0.0241370849535833,0.00311608426837406,33.6863333333333,0.151958587876364,0.0196177693386118
"KO",3,1110163,"Morphine Day 6","light",6,60,0.101333333333333,6.08,0.318328970301689,0.143023841400794,0.0184642985285296,34.5166666666667,0.245630745788951,0.0317107929252372
"KO",3,1110163,"Morphine Day 10","light",6,60,0.039,2.34,0.197484176581315,0.0921071594044639,0.0118909831479987,34.061,0.438056957832067,0.0565529100791293
"KO",3,1110165,"Saline","light",6,60,0.0065,0.39,0.0806225774829855,0.020069793476005,0.00259099919647965,34.0693333333333,0.13393480157691,0.0172909085328323
"KO",3,1110165,"Morphine Day 1","light",6,60,0.00416666666666667,0.25,0.0645497224367903,0.0170036553065895,0.00219516246090242,34.02,0.0876046589582223,0.0113097128398458
"KO",3,1110165,"Morphine Day 6","light",6,60,0.00183333333333333,0.11,0.0428174419288838,0.00965360504658649,0.00124627505254311,33.674,0.123112185300609,0.0158937147794821
"KO",3,1110165,"Morphine Day 10","light",6,60,0.0403333333333333,2.42,0.200831604418561,0.0786747577951422,0.0101568675569163,34.0071666666667,0.427955690984859,0.0552488421366349
"KO",3,1110169,"Saline","light",6,60,0.0431666666666667,2.59,0.207765893896632,0.0892623569125414,0.0115237207255165,34.394,0.244083897773987,0.0315110957052016
"KO",3,1110169,"Morphine Day 1","light",6,60,0.00816666666666667,0.49,0.0903696114115064,0.0332678735784147,0.00429486401109779,33.7361666666667,0.319512826546422,0.0412489285371317
"KO",3,1110169,"Morphine Day 6","light",6,60,0.0195,1.17,0.139642400437689,0.0620941057275302,0.00801631457934556,33.6828333333333,0.322480280131121,0.0416320251476045
"KO",3,1110169,"Morphine Day 10","light",6,60,0.0315,1.89,0.177482393492988,0.0624316575497302,0.00805989233220765,33.5818333333333,0.415078067669067,0.0535863481152751
"KO",4,53375,"Saline","light",6,60,0.00583333333333333,0.35,0.0763762615825973,0.0221926592434027,0.00286505998859182,35.4076666666667,0.557014945685943,0.0719103202743429
"KO",4,53375,"Morphine Day 1","light",6,60,0,0,0,0,0,34.3893333333333,0.058912939693049,0.00760562781024336
"KO",4,53375,"Morphine Day 6","light",6,60,0.0025,0.15,0.05,0.0101888939204427,0.00131538054900495,33.9818333333333,0.0925439275753597,0.0119473696763998
"KO",4,53375,"Morphine Day 10","light",6,60,0.0241666666666667,1.45,0.15545631755148,0.0465884130013966,0.0060145382560214,34.4035,0.383873323915012,0.0495578330192042
"KO",4,1011099,"Saline","light",7,60,0.00116666666666667,0.07,0.0341565025531987,0.00903696114115063,0.00116666666666667,34.1601666666667,0.131025830894454,0.0169153620325737
"KO",4,1011099,"Morphine Day 1","light",7,60,0.00966666666666667,0.58,0.0983192080250175,0.0280415349725335,0.00362014659835717,34.0371666666667,0.123920308819229,0.0159980430771251
"KO",4,1011099,"Morphine Day 6","light",7,60,0.00316666666666667,0.19,0.0562731433871138,0.0111220755694138,0.00143585378185334,33.5776666666667,0.358439965739799,0.0462744005975132
"KO",4,1011099,"Morphine Day 10","light",7,60,0.0113333333333333,0.68,0.106458129484475,0.0691955388653781,0.00893310565524858,33.5753333333333,0.220695869165389,0.0284917141951441
"KO",4,1071184,"Saline","light",6,60,0.003,0.18,0.0547722557505166,0.0078761601243934,0.00101680789979462,33.4521666666667,0.344226431521741,0.0444394412202704
"KO",4,1071184,"Morphine Day 1","light",6,60,0.00533333333333333,0.32,0.0730296743340221,0.0135879640992159,0.00175419862217092,33.5473333333333,0.427165933172668,0.0551468848414965
"KO",4,1071184,"Morphine Day 6","light",6,60,0.0228333333333333,1.37,0.151107026088575,0.0563912382503916,0.00728007755385938,33.7753333333333,0.470774575104658,0.0607767363066071
"KO",4,1071184,"Morphine Day 10","light",6,60,0.036,2.16,0.189736659610103,0.0882254431190874,0.0113898557303998,33.6833333333333,0.47216295185809,0.0609559749747505
"KO",4,1105705,"Saline","light",6,60,0.120166666666667,7.21,0.346650640655209,0.163266358919412,0.0210775963030269,35.2663333333333,0.184252651400251,0.0237869150122578
"KO",4,1105705,"Morphine Day 1","light",6,60,0.0391666666666667,2.35,0.197905701450632,0.104350966903931,0.0134716518993189,34.2326666666667,0.29383995797705,0.0379345754565135
"KO",4,1105705,"Morphine Day 6","light",6,60,0.0848333333333333,5.09,0.29126162351627,0.125231875330804,0.0161673655856843,34.7021666666667,0.428086367282476,0.0552657123741154
"KO",4,1105705,"Morphine Day 10","light",6,60,0.092,5.52,0.303315017762062,0.119601031683096,0.0154404267965953,34.6261666666667,0.336523057696768,0.0434449399358126
"KO",4,1110163,"Saline","light",6,60,0.0146666666666667,0.88,0.1211060141639,0.0467763038179595,0.00603879485613652,34.7065,0.197697123252648,0.0255225888650207
"KO",4,1110163,"Morphine Day 1","light",6,60,0.0271666666666667,1.63,0.164823137534348,0.0596626580732169,0.00770241603693455,33.9566666666667,0.337411214519636,0.0435596004886056
"KO",4,1110163,"Morphine Day 6","light",6,60,0.0208333333333333,1.25,0.144337567297406,0.0720708612377292,0.0093043081773517,33.824,0.132424586789767,0.0170959406421722
"KO",4,1110163,"Morphine Day 10","light",6,60,0.0241666666666667,1.45,0.15545631755148,0.0659812933599086,0.00851814834480507,34.0203333333333,0.335336747856952,0.0432917879940444
"KO",4,1110165,"Saline","light",6,60,0.0301666666666667,1.81,0.173685539601507,0.0930188912226639,0.0120086872196019,33.9041666666667,0.288492820265311,0.0372442629462653
"KO",4,1110165,"Morphine Day 1","light",6,60,0.0531666666666667,3.19,0.23057898140695,0.0882694577707445,0.0113955379974951,34.332,0.292202622988494,0.0377231964184188
"KO",4,1110165,"Morphine Day 6","light",6,60,0.0748333333333333,4.49,0.273556819204591,0.120331345743167,0.0155347099363337,34.1971666666667,0.555496698388842,0.0717143153911063
"KO",4,1110165,"Morphine Day 10","light",6,60,0.0456666666666667,2.74,0.213697605664328,0.0896200391231189,0.0115698973003432,33.816,0.551051998530761,0.0711405071067984
"KO",4,1110169,"Saline","light",6,60,0.0116666666666667,0.7,0.108012344973464,0.0399222408030219,0.00515393912577953,33.9565,0.18905496465583,0.024406890987662
"KO",4,1110169,"Morphine Day 1","light",6,60,0.045,2.7,0.212132034355964,0.088805634269263,0.0114647580858081,34.1465,0.47935275924585,0.0618841751172584
"KO",4,1110169,"Morphine Day 6","light",6,60,0.0356666666666667,2.14,0.188856206322871,0.0752029269775365,0.00970865612566838,34.0625,0.429665321076292,0.0554695544323781
"KO",4,1110169,"Morphine Day 10","light",6,60,0.0135,0.81,0.116189500386222,0.0832969977280602,0.0107535961663285,33.4198333333333,0.47128562596682,0.0608427126892144
"KO",5,53375,"Saline","light",6,60,0.00366666666666667,0.22,0.0605530070819498,0.0119272749195132,0.00153980457096374,34.9375,0.208754376793658,0.0269500741589915
"KO",5,53375,"Morphine Day 1","light",6,60,0.0236666666666667,1.42,0.153839743456191,0.0493677540631832,0.0063733496442124,35.1965,0.715529494589229,0.0923744605421432
"KO",5,53375,"Morphine Day 6","light",6,60,0.00666666666666667,0.4,0.0816496580927726,0.0225243120376264,0.00290787618021688,34.2308333333333,0.20331399833977,0.0262477243206924
"KO",5,53375,"Morphine Day 10","light",6,60,0.008,0.48,0.0894427190999916,0.0222314481790007,0.00287006761864476,33.9546666666667,0.377433198339838,0.0487264163825331
"KO",5,1011099,"Saline","light",7,60,0.0193333333333333,1.16,0.139044357430761,0.0350721612846306,0.00452779655236249,34.484,0.338407036028949,0.0436881604926511
"KO",5,1011099,"Morphine Day 1","light",7,60,0.00933333333333333,0.56,0.0966091783079296,0.0192984294317199,0.00249141652656701,34.2196666666667,0.430246152118098,0.0555445393974405
"KO",5,1011099,"Morphine Day 6","light",7,60,0.00733333333333333,0.44,0.0856348838577675,0.034487367702877,0.00445230002559248,32.9636666666667,0.0545230993394724,0.00703890185751298
"KO",5,1011099,"Morphine Day 10","light",7,60,0.0195,1.17,0.139642400437689,0.0540378084840856,0.00697625107748031,33.9861666666667,0.221788505660095,0.0286327729600592
"KO",5,1071184,"Saline","light",6,60,0.0155,0.93,0.124498995979887,0.0432738618411168,0.0055866315412242,33.6916666666667,0.300243780424534,0.0387613053795526
"KO",5,1071184,"Morphine Day 1","light",6,60,0.0311666666666667,1.87,0.176540835691538,0.0625473831686262,0.00807483244536477,33.4251666666667,0.214882637787697,0.0277412292513624
"KO",5,1071184,"Morphine Day 6","light",6,60,0.005,0.3,0.0707106781186548,0.0138392710692729,0.00178664221249813,33.7408333333333,0.236329930728615,0.030510062864076
"KO",5,1071184,"Morphine Day 10","light",6,60,0.0401666666666667,2.41,0.200416233540766,0.0748669252552497,0.00966527848984458,33.5568333333333,0.341166948876426,0.0440444637091598
"KO",5,1105705,"Saline","light",6,60,0.0128333333333333,0.77,0.113284303119776,0.0464718492031637,0.00599948993437718,34.5013333333333,0.167670648378551,0.0216461876272643
"KO",5,1105705,"Morphine Day 1","light",6,60,0.0296666666666667,1.78,0.172240142436851,0.0739667049849301,0.00954906055268239,34.2628333333333,0.221513221602308,0.0285972339410164
"KO",5,1105705,"Morphine Day 6","light",6,60,0.007,0.42,0.0836660026534076,0.0217302413661356,0.00280536209733702,34.0811666666667,0.22793168517638,0.0294258540253704
"KO",5,1105705,"Morphine Day 10","light",6,60,0.0115,0.69,0.107238052947636,0.0334372673443514,0.00431673265224527,33.7438333333333,0.233289604457684,0.0301175584302642
"KO",5,1110163,"Saline","light",6,60,0.0131666666666667,0.79,0.11474609652039,0.0572976666092962,0.00739709695181163,34.2976666666667,0.110704472475093,0.0142918859415571
"KO",5,1110163,"Morphine Day 1","light",6,60,0.0248333333333333,1.49,0.157585955380971,0.0563130374965726,0.00726998187995265,33.7313333333333,0.209110032398538,0.0269959891001477
"KO",5,1110163,"Morphine Day 6","light",6,60,0.0743333333333333,4.46,0.27264140062238,0.170048514180928,0.021953168782335,34.1768333333333,0.404489599567395,0.0522193827612876
"KO",5,1110163,"Morphine Day 10","light",6,60,0.0165,0.99,0.128452325786651,0.0580714054900794,0.00749698621179785,33.6163333333333,0.248377560237189,0.0320654051456754
"KO",5,1110165,"Saline","light",6,60,0.0123333333333333,0.74,0.111055541659718,0.031265222281215,0.00403632284035396,33.8956666666667,0.0900163199264857,0.0116210569320719
"KO",5,1110165,"Morphine Day 1","light",6,60,0.00383333333333333,0.23,0.061913918736689,0.0209997309641093,0.00271105360996106,33.9985,0.290614923736386,0.0375182253263453
