"Condition","day","phase","hour","id","Trial","n","mean_Temp","sd_Temp","se_Temp"
"WT","Saline","light",4,53377,5,54,35.3888888888889,1.09539631264717,0.149064557339542
"WT","Saline","light",4,53406,5,60,34.5051666666667,0.251406158431282,0.032456395491278
"WT","Saline","light",4,53407,4,60,35.2718333333333,0.392106400583478,0.0506207186467048
"WT","Saline","light",4,53407,5,60,34.8298333333333,0.170318661125796,0.0219880446029517
"WT","Saline","light",4,1105702,7,60,34.1595,0.137056526752372,0.0176939215200323
"WT","Saline","light",4,1105717,6,60,34.5406666666667,0.376261118611173,0.0485751015402149
"WT","Saline","light",4,1105717,7,60,34.1543333333333,0.0893928042200692,0.0115405614005036
"WT","Saline","light",4,1110188.3,3,60,35.2736666666667,0.184913783544204,0.0238722668050302
"WT","Saline","light",4,1113216.3,3,60,35.0215,0.222282649505503,0.0286965666561891
"WT","Saline","light",4,1114201.3,3,60,34.4581666666667,0.233096267787576,0.0300925987734795
"WT","Saline","light",4,1114204.3,3,60,34.8118333333333,0.354723533629691,0.045794611275188
"WT","Saline","light",4,1115463.3,3,60,34.4215,0.363074559275668,0.0468727240502086
"WT","Saline","light",5,53375,5,60,36.0451666666667,0.380928800975234,0.0491776967422614
"WT","Saline","light",5,53376,5,60,34.9916666666667,0.389481039623225,0.0502817860041434
"WT","Saline","light",5,53377,4,60,34.917,0.5330987125178,0.0688227478488684
"WT","Saline","light",5,53377,5,60,35.1185,0.427364112608631,0.0551724696966646
"WT","Saline","light",5,53406,5,60,34.1935,0.192739615341616,0.02488257734575
"WT","Saline","light",5,53407,4,60,35.7681666666667,0.539992126956626,0.0697126838262045
"WT","Saline","light",5,53407,5,60,34.7995,0.154255181491414,0.0199142582994149
"WT","Saline","light",5,1105702,7,60,34.2723333333333,0.244494405098141,0.0315640919728663
"WT","Saline","light",5,1105717,6,60,35.1135,0.377663759519281,0.0487561817028086
"WT","Saline","light",5,1105717,7,60,34.3341666666667,0.418861619747114,0.0540748025882012
"WT","Saline","light",5,1110188.3,3,60,34.8478333333333,0.168151381218383,0.021708249970019
"WT","Saline","light",5,1113216.3,3,60,34.2281666666667,0.222203843401951,0.028686392831968
"WT","Saline","light",5,1114201.3,3,60,34.1233333333333,0.252456854287691,0.0325920397430713
"WT","Saline","light",5,1114204.3,3,60,34.5888333333333,0.373708359356742,0.0482455417375719
"WT","Saline","light",5,1115463.3,3,60,35.4643333333333,0.147169528287948,0.0189995044042808
"WT","Saline","light",6,53375,5,60,35.486,0.302319844098255,0.0390293240473522
"WT","Saline","light",6,53376,5,60,34.805,0.306911901454208,0.0396221561028333
"WT","Saline","light",6,53377,4,60,34.532,0.18173178224506,0.0234614722037237
"WT","Saline","light",6,53377,5,57,35.1933333333333,0.322995650862655,0.0427818190758871
"WT","Saline","light",6,53406,5,60,34.1505,0.164104400420245,0.0211857869955654
"WT","Saline","light",6,53407,4,60,35.5195,0.398035110452009,0.0513861117995486
"WT","Saline","light",6,53407,5,60,34.4391666666667,0.290150701151197,0.0374582944482997
"WT","Saline","light",6,1105702,7,59,34.3054237288136,0.115165877877241,0.0149933202229885
"WT","Saline","light",6,1105717,6,60,34.7528333333333,0.160445266729247,0.0207133948673394
"WT","Saline","light",6,1105717,7,60,34.08,0.08657317860768,0.0111765492991928
"WT","Saline","light",6,1110188.3,3,60,34.7193333333333,0.131289131911945,0.0169493540477663
"WT","Saline","light",6,1113216.3,3,60,34.6663333333333,0.383741467819538,0.0495408104704754
"WT","Saline","light",6,1114201.3,3,60,35.3498333333333,0.428898833105836,0.0553706012608899
"WT","Saline","light",6,1114204.3,3,60,34.4561666666667,0.367751259278014,0.0474764834243518
"WT","Saline","light",6,1115463.3,3,60,35.4426666666667,0.130745796402164,0.0168792097350736
"WT","Saline","light",7,53375,5,60,35.0358333333333,0.13143654351721,0.016968384804174
"WT","Saline","light",7,53376,5,60,34.4665,0.284806357051505,0.036768342591816
"WT","Saline","light",7,53377,4,50,34.4292,0.550446349495997,0.0778448692815999
"WT","Saline","light",7,53377,5,57,35.080350877193,0.568491000407095,0.0752984724739474
"WT","Saline","light",7,53406,5,59,34.0423728813559,0.332811114406639,0.0433283165469148
"WT","Saline","light",7,53407,4,60,35.2495,0.142987791347989,0.0184596444867248
"WT","Saline","light",7,53407,5,60,34.7698333333333,0.801679363748305,0.103496360826511
"WT","Saline","light",7,1105702,7,60,34.186,0.284015993820353,0.0366663071374258
"WT","Saline","light",7,1105717,6,60,35.384,0.378441048406015,0.0488565292665924
"WT","Saline","light",7,1105717,7,60,33.9836666666667,0.209405669606333,0.027034155699558
"WT","Saline","light",7,1110188.3,3,60,35.2075,0.506120589234876,0.0653398871093119
"WT","Saline","light",7,1113216.3,3,60,34.2668333333333,0.386038075169051,0.0498373012043901
"WT","Saline","light",7,1114201.3,3,60,34.503,0.318903311418835,0.0411702404725182
"WT","Saline","light",7,1114204.3,3,60,34.5871666666667,0.519856863176866,0.0671132324498543
"WT","Saline","light",7,1115463.3,3,60,35.4266666666667,0.237662819597868,0.0306821380771747
"WT","Saline","light",8,53375,5,60,35.875,0.610313895341944,0.0787911850872776
"WT","Saline","light",8,53376,5,60,34.7605,0.621996307689733,0.0802993780361613
"WT","Saline","light",8,53377,4,60,34.9145,0.594948865485407,0.0768075682623326
"WT","Saline","light",8,53377,5,60,35.2783333333333,0.408080112883578,0.052682916037218
"WT","Saline","light",8,53406,5,60,34.2791666666667,0.654147890982488,0.0844501295910627
"WT","Saline","light",8,53407,4,60,35.185,0.406153932578711,0.0524342472291333
"WT","Saline","light",8,53407,5,60,34.7041666666667,0.373609474649697,0.0482327757767859
"WT","Saline","light",8,1105702,7,60,34.4141666666667,0.27203122743642,0.0351190804503205
"WT","Saline","light",8,1105717,6,60,34.8096666666667,0.197458141169526,0.0254917364107549
"WT","Saline","light",8,1105717,7,60,34.0468333333333,0.115443017958992,0.0149036295330367
"WT","Saline","light",8,1110188.3,3,60,34.735,0.123747966941013,0.0159757938363189
"WT","Saline","light",8,1113216.3,3,60,34.0851666666667,0.234068595383133,0.0302181257263012
"WT","Saline","light",8,1114201.3,3,60,34.1233333333333,0.173563515132964,0.022406953453973
"WT","Saline","light",8,1114204.3,3,60,34.5055,0.411769332334072,0.0531591922202936
"WT","Saline","light",8,1115463.3,3,60,35.3393333333333,0.267295726957461,0.0345077299672884
"WT","Saline","light",9,53375,5,60,35.1726666666667,0.208162800260828,0.0268737019570029
"WT","Saline","light",9,53376,5,60,34.8241666666667,0.189345811039462,0.0244444390943325
"WT","Saline","light",9,53377,4,60,34.8298333333333,0.744347038769077,0.0960947894983814
"WT","Saline","light",9,53377,5,60,35.5901666666667,1.10071393113383,0.142101557473994
"WT","Saline","light",9,53406,5,60,34.3311666666667,0.562515812709316,0.0726204791533838
"WT","Saline","light",9,53407,4,60,35.4886666666667,0.498643810467466,0.0643746391209968
"WT","Saline","light",9,53407,5,60,35.0365,0.132611641486059,0.0171200892996245
"WT","Saline","light",9,1105702,7,60,34.1163333333333,0.199065330104761,0.0256992236101007
"WT","Saline","light",9,1105717,6,60,34.9888333333333,0.316774483578346,0.0408954099800796
"WT","Saline","light",9,1105717,7,60,33.7895,0.190587183662153,0.0246046996108031
"WT","Saline","light",9,1110188.3,3,60,34.9316666666667,0.369659333168892,0.047722814704442
"WT","Saline","light",9,1113216.3,3,60,35.288,0.439459606519998,0.0567339912460939
"WT","Saline","light",9,1114201.3,3,60,35.4086666666667,0.492546020104623,0.0635874177701983
"WT","Saline","light",9,1114204.3,3,60,34.4045,0.244446278455712,0.0315578788500451
"WT","Saline","light",9,1115463.3,3,60,35.4055,0.190222216172096,0.0245575825104398
"WT","Saline","light",10,53375,5,60,36.0191666666667,0.521969190813205,0.0673859327750969
"WT","Saline","light",10,53376,5,60,34.7405,0.229076443461899,0.0295736416845453
"WT","Saline","light",10,53377,4,60,34.6956666666667,0.415453057441937,0.0536347590867858
"WT","Saline","light",10,53377,5,57,35.7871929824561,1.43529707525501,0.190109741817608
"WT","Saline","light",10,53406,5,60,34.195,0.162287670929105,0.0209512482267737
"WT","Saline","light",10,53407,4,60,34.9331666666667,0.414121457933423,0.0534628503294428
"WT","Saline","light",10,53407,5,60,35.349,0.273196396730339,0.0352695031593493
"WT","Saline","light",10,1105702,7,60,34.7266666666667,0.141201462837128,0.0182290304676107
"WT","Saline","light",10,1105717,6,60,35.161,0.404310251738708,0.0521962290561648
"WT","Saline","light",10,1105717,7,60,34.119,0.233497359619231,0.0301443795062895
"WT","Saline","light",10,1110188.3,3,59,34.9838983050847,0.297646034567285,0.0387502130980755
"WT","Saline","light",10,1113216.3,3,59,34.1830508474576,0.241084147831159,0.0313864826608786
"WT","Saline","light",10,1114201.3,3,59,34.6438983050847,0.494050873232611,0.0643199451552787
"WT","Saline","light",10,1114204.3,3,59,34.3635593220339,0.160470888023282,0.0208915301558769
"WT","Saline","light",10,1115463.3,3,59,35.3003389830508,0.331911735783283,0.0432112274233806
"WT","Saline","light",11,53375,5,59,36.3420338983051,0.420540619469982,0.054749725271998
"WT","Saline","light",11,53376,5,57,35.4059649122807,0.570200026460398,0.0755248385046141
"WT","Saline","light",11,53377,4,59,35.1120338983051,0.349288832467151,0.0454735327166618
"WT","Saline","light",11,53377,5,59,35.525593220339,0.38354638790814,0.0499334865523894
"WT","Saline","light",11,53406,5,59,34.4323728813559,0.329499824619549,0.0428972233355915
"WT","Saline","light",11,53407,4,60,35.5416666666667,0.404513378575206,0.0522224526179956
"WT","Saline","light",11,53407,5,59,35.5713559322034,0.691496272778043,0.0900251467002721
"WT","Saline","light",11,1105702,7,60,35.265,0.23761883735177,0.0306764599936191
"WT","Saline","light",11,1105717,6,60,35.0258333333333,0.247456838672222,0.031946540502755
"WT","Saline","light",11,1105717,7,60,35.2401666666667,0.360543336057042,0.0465459445378329
"WT","Saline","light",11,1110188.3,3,60,35.1966666666667,0.114101748626162,0.0147304724067424
"WT","Saline","light",11,1113216.3,3,60,34.2408333333333,0.26974747554884,0.0348242493494049
"WT","Saline","light",11,1114201.3,3,60,34.6325,0.29689138001199,0.0383285123472991
"WT","Saline","light",11,1114204.3,3,60,34.5675,0.358299302023474,0.0462562409898219
"WT","Saline","light",11,1115463.3,3,60,35.005,0.176860569423908,0.0228326013326519
"WT","Saline","dark",12,53375,5,59,37.3791525423729,0.739816585227655,0.0963159155563403
"WT","Saline","dark",12,53376,5,59,36.434406779661,0.867070516136515,0.112882966239394
"WT","Saline","dark",12,53377,4,59,35.4071186440678,0.472488098180544,0.0615127109535257
"WT","Saline","dark",12,53377,5,58,36.2731034482759,0.411357218291514,0.0540138489649569
"WT","Saline","dark",12,53406,5,58,35.3401724137931,0.860728967629694,0.113019250398487
"WT","Saline","dark",12,53407,4,60,35.7258333333333,0.769737555245164,0.0993726910804978
"WT","Saline","dark",12,53407,5,58,36.1789655172414,0.641179531623191,0.0841909971201089
"WT","Saline","dark",12,1105702,7,60,35.1421666666667,0.189066320232684,0.0244083569863301
"WT","Saline","dark",12,1105717,6,60,35.044,0.24566202496209,0.0317148310491255
"WT","Saline","dark",12,1105717,7,60,35.3046666666667,0.315048915581437,0.040672640109587
"WT","Saline","dark",12,1110188.3,3,60,35.9515,0.269838777979917,0.0348360364425727
"WT","Saline","dark",12,1113216.3,3,60,35.5048333333333,0.214021158994093,0.0276300128173378
"WT","Saline","dark",12,1114201.3,3,60,33.9631666666667,0.602079705480439,0.0777281557471736
"WT","Saline","dark",12,1114204.3,3,60,35.4836666666667,0.311616706470325,0.0402295438186524
"WT","Saline","dark",12,1115463.3,3,60,35.3333333333333,0.341589835649729,0.0440990581568377
"WT","Saline","dark",13,53375,5,60,36.9136666666667,0.484316630800612,0.0625250081794019
"WT","Saline","dark",13,53376,5,60,37.1256666666667,0.583238668670698,0.0752957883541933
"WT","Saline","dark",13,53377,4,60,35.7658333333333,0.663550520898982,0.0856640038936338
"WT","Saline","dark",13,53377,5,60,36.6761666666667,0.615101181332662,0.0794092210511302
"WT","Saline","dark",13,53406,5,60,35.2793333333333,0.43375720251595,0.0559978140547264
"WT","Saline","dark",13,53407,4,60,36.132,0.253776893874141,0.0327624561208931
"WT","Saline","dark",13,53407,5,60,36.7055,0.971127991704073,0.125372084630191
"WT","Saline","dark",13,1105702,7,60,35.1975,0.16522839867533,0.0213308945463357
"WT","Saline","dark",13,1105717,6,60,35.7465,0.157790087978956,0.0203706127646367
"WT","Saline","dark",13,1105717,7,60,35.0696666666667,0.142459826828082,0.0183914845602918
"WT","Saline","dark",13,1110188.3,3,60,35.7181666666667,0.296261975609578,0.0382472565883468
"WT","Saline","dark",13,1113216.3,3,60,35.1465,0.417713002601515,0.0539265167523321
"WT","Saline","dark",13,1114201.3,3,60,33.7236666666667,0.329287709275985,0.0425108604712227
"WT","Saline","dark",13,1114204.3,3,60,35.359,0.385700770994514,0.0497937554227038
"WT","Saline","dark",13,1115463.3,3,60,36.0788333333333,0.368349924211566,0.0475537707349386
"WT","Saline","dark",14,53375,5,60,36.9626666666667,0.404742507250154,0.0522520330027361
"WT","Saline","dark",14,53376,5,60,36.2126666666667,0.167997847712874,0.0216884288796884
"WT","Saline","dark",14,53377,4,60,36.0606666666667,0.297360516605952,0.0383890776211495
"WT","Saline","dark",14,53377,5,60,36.5258333333333,0.559849530834082,0.0722762636434145
"WT","Saline","dark",14,53406,5,60,35.373,0.157795190148174,0.0203712714518503
"WT","Saline","dark",14,53407,4,60,36.6831666666667,0.254281917928332,0.032827654445937
"WT","Saline","dark",14,53407,5,60,36.2076666666667,0.232797043101574,0.0300539690326242
"WT","Saline","dark",14,1105702,7,60,35.4395,0.300188782409912,0.0387542051663957
"WT","Saline","dark",14,1105717,6,60,36.2316666666667,0.391066194347686,0.05048642859911
"WT","Saline","dark",14,1105717,7,60,35.1056666666667,0.180511201273801,0.0233038958779108
"WT","Saline","dark",14,1110188.3,3,60,36.144,0.359567536854096,0.0464199694024246
"WT","Saline","dark",14,1113216.3,3,60,35.3776666666667,0.551255475138394,0.0711667758238886
"WT","Saline","dark",14,1114201.3,3,60,33.0235,0.164634417803276,0.0212542119454881
"WT","Saline","dark",14,1114204.3,3,60,35.2361666666667,0.253524923835212,0.0327299269287426
"WT","Saline","dark",14,1115463.3,3,60,35.9631666666667,0.376885054934217,0.0486556513731564
"WT","Saline","dark",15,53375,5,60,36.6071666666667,0.295606768498154,0.0381626697139847
"WT","Saline","dark",15,53376,5,59,36.8515254237288,0.709372752457194,0.0923524661218717
"WT","Saline","dark",15,53377,4,60,36.3641666666667,0.438190778305626,0.0565701862279785
"WT","Saline","dark",15,53377,5,59,36.8698305084746,0.588573645599737,0.0766257619526431
"WT","Saline","dark",15,53406,5,58,36.1198275862069,0.945824603337364,0.124192854775191
"WT","Saline","dark",15,53407,4,60,36.7608333333333,0.532054832355433,0.0686879834993924
"WT","Saline","dark",15,53407,5,60,36.5848333333333,0.495684740114037,0.0639926247810273
"WT","Saline","dark",15,1105702,7,60,35.5185,0.213142945588723,0.0275166359542239
"WT","Saline","dark",15,1105717,6,60,36.5968333333333,0.155055940333702,0.0200176358214319
"WT","Saline","dark",15,1105717,7,60,35.6428333333333,0.117734139838943,0.0151994120958761
"WT","Saline","dark",15,1110188.3,3,60,35.7261666666667,0.65354338402455,0.0843720880783706
"WT","Saline","dark",15,1113216.3,3,60,35.4653333333333,0.344272589410207,0.0444454001780479
"WT","Saline","dark",15,1114201.3,3,60,32.7765,0.114252545126122,0.014749940151176
"WT","Saline","dark",15,1114204.3,3,60,35.4356666666667,0.238479410806324,0.030787559548875
"WT","Saline","dark",15,1115463.3,3,60,35.6085,0.168330032970947,0.0217313138121008
"WT","Saline","dark",16,53375,5,60,36.9966666666667,0.517433911825795,0.0668004307754754
"WT","Saline","dark",16,53376,5,58,37.1812068965517,0.800247938741722,0.105077702239521
"WT","Saline","dark",16,53377,4,58,36.3448275862069,0.408648784901031,0.0536582142378144
"WT","Saline","dark",16,53377,5,60,36.9676666666667,0.665114662388594,0.0858659336916465
"WT","Saline","dark",16,53406,5,58,35.5889655172414,0.367689274114503,0.0482799669847561
"WT","Saline","dark",16,53407,4,60,36.6975,0.305512212299945,0.0394414570100224
"WT","Saline","dark",16,53407,5,60,37.397,0.835214982981394,0.107825790652995
"WT","Saline","dark",16,1105702,7,60,34.7708333333333,0.267640611969,0.0345522544308233
"WT","Saline","dark",16,1105717,6,60,36.1763333333333,0.236556988989013,0.0305393759594473
"WT","Saline","dark",16,1105717,7,60,34.3213333333333,0.52018727614186,0.067155888580214
"WT","Saline","dark",16,1110188.3,3,60,35.039,0.413216814267305,0.0533460613343386
"WT","Saline","dark",16,1113216.3,3,60,35.9468333333333,0.356011291320967,0.0459608600782634
"WT","Saline","dark",16,1114201.3,3,60,32.7705,0.0954281165261516,0.0123197168688575
"WT","Saline","dark",16,1114204.3,3,60,35.9876666666667,0.558094113522103,0.0720496402429166
"WT","Saline","dark",16,1115463.3,3,60,36.1628333333333,0.169866265110524,0.0219296405285172
"WT","Saline","dark",17,53375,5,57,37.2235087719298,0.35198159057009,0.0466211005801305
"WT","Saline","dark",17,53376,5,57,37.4136842105263,0.711754952762505,0.0942742465235239
"WT","Saline","dark",17,53377,4,60,36.0601666666667,0.567332418821918,0.0732423003286953
"WT","Saline","dark",17,53377,5,58,37.0279310344828,0.658951209813519,0.0865245327892118
"WT","Saline","dark",17,53406,5,57,36.2005263157895,0.987407176564373,0.130785275495775
"WT","Saline","dark",17,53407,4,60,36.963,0.290506862721237,0.0375042747092771
"WT","Saline","dark",17,53407,5,59,36.0701694915254,0.712248725263438,0.092726885889527
"WT","Saline","dark",17,1105702,7,60,35.3708333333333,0.29312629121058,0.0378424414731374
"WT","Saline","dark",17,1105717,6,60,36.3401666666667,0.178965877503882,0.0231043954370643
"WT","Saline","dark",17,1105717,7,60,34.7515,0.400888103074213,0.0517544315633036
"WT","Saline","dark",17,1110188.3,3,60,36.0646666666667,0.210346499180552,0.0271556162753104
"WT","Saline","dark",17,1113216.3,3,60,35.7693333333333,0.35852270649632,0.0462850823832486
"WT","Saline","dark",17,1114201.3,3,60,33.0535,0.15290215105292,0.0197395828209084
"WT","Saline","dark",17,1114204.3,3,60,35.4291666666667,0.344753862906133,0.0445075323192042
"WT","Saline","dark",17,1115463.3,3,60,36.1081666666667,0.414436483517144,0.0535035199574222
"WT","Saline","dark",18,53375,5,60,35.8338333333333,0.332025584406631,0.0428643186307222
"WT","Saline","dark",18,53376,5,59,37.3998305084746,0.437636644770852,0.0569754381880189
"WT","Saline","dark",18,53377,4,53,37.1605660377358,0.71000383285623,0.0975265268868624
"WT","Saline","dark",18,53377,5,56,37.1678571428571,0.695608861582203,0.0929546441158736
"WT","Saline","dark",18,53406,5,60,35.6361666666667,0.59383582638686,0.0766638755325876
"WT","Saline","dark",18,53407,4,60,37.151,0.225168110455503,0.0290690780630385
"WT","Saline","dark",18,53407,5,60,34.729,0.26782678439745,0.0345762891879869
"WT","Saline","dark",18,1105702,7,60,34.7991666666667,0.392369126045165,0.0506546363579627
"WT","Saline","dark",18,1105717,6,60,35.7368333333333,0.24731433143082,0.0319281428969996
"WT","Saline","dark",18,1105717,7,60,35.0618333333333,0.362423535672064,0.0467886772643837
"WT","Saline","dark",18,1110188.3,3,60,36.0168333333333,0.25458168857597,0.0328663546701365
"WT","Saline","dark",18,1113216.3,3,60,35.737,0.318035815060217,0.0410582471741908
"WT","Saline","dark",18,1114201.3,3,60,33.8156666666667,0.204171468870077,0.0263584232901505
"WT","Saline","dark",18,1114204.3,3,60,35.7213333333333,0.340126928783382,0.0439101976924905
"WT","Saline","dark",18,1115463.3,3,60,35.2861666666667,0.200686040883888,0.0259084564719867
"WT","Saline","dark",19,53375,5,58,36.9039655172414,0.558804926748592,0.0733746815957962
"WT","Saline","dark",19,53376,5,59,36.2189830508475,0.700053433712457,0.0911391941634111
"WT","Saline","dark",19,53377,4,57,36.630350877193,0.570829487025807,0.0756082125932521
"WT","Saline","dark",19,53377,5,60,35.4751666666667,0.550283414394976,0.0710412833215299
"WT","Saline","dark",19,53406,5,54,36.4309259259259,1.18806687525151,0.161675423592724
"WT","Saline","dark",19,53407,4,60,35.978,0.802858874822565,0.103648635051421
"WT","Saline","dark",19,53407,5,60,34.957,0.70659436257328,0.0912209399590119
"WT","Saline","dark",19,1105702,7,60,35.259,0.309711183119294,0.0399835418118407
"WT","Saline","dark",19,1105717,6,60,35.4625,0.245305931440721,0.0316688595731938
"WT","Saline","dark",19,1105717,7,60,34.911,0.328956748483568,0.0424681336166467
"WT","Saline","dark",19,1110188.3,3,60,36.639,0.263938231089224,0.0340742791145336
"WT","Saline","dark",19,1113216.3,3,60,35.5353333333333,0.500702782932308,0.0646404513232179
"WT","Saline","dark",19,1114201.3,3,60,34.2598333333333,0.166055858139961,0.021437719103875
"WT","Saline","dark",19,1114204.3,3,60,35.3886666666667,0.27925728776231,0.0360519608270159
"WT","Saline","dark",19,1115463.3,3,59,35.7337288135593,0.324148211657849,0.042200502672117
"WT","Saline","dark",20,53375,5,60,36.0863333333333,0.327910522451573,0.0423330664167038
"WT","Saline","dark",20,53376,5,59,36.875593220339,0.674304932521044,0.0877870248339126
"WT","Saline","dark",20,53377,4,60,35.7675,0.495195989277589,0.0639295273193603
"WT","Saline","dark",20,53377,5,60,35.9626666666667,0.748860980664357,0.0966775368912536
"WT","Saline","dark",20,53406,5,59,35.3279661016949,0.633239562613297,0.0824407690465984
"WT","Saline","dark",20,53407,4,60,36.1688333333333,0.576268215761702,0.0743959067531244
"WT","Saline","dark",20,53407,5,44,35.3575,0.956225926889568,0.144156482468296
"WT","Saline","dark",20,1105702,7,60,34.766,0.344113698198917,0.0444248874108751
"WT","Saline","dark",20,1105717,6,60,35.803,0.244604835241924,0.031578348443126
"WT","Saline","dark",20,1105717,7,60,34.8866666666667,0.441732592883771,0.0570274325238621
"WT","Saline","dark",20,1110188.3,3,60,34.9585,0.26620257992612,0.034366605292377
"WT","Saline","dark",20,1113216.3,3,60,35.4206666666667,0.259346418852761,0.0334814787038425
"WT","Saline","dark",20,1114201.3,3,60,34.157,0.161153679680534,0.0208048505860917
"WT","Saline","dark",20,1114204.3,3,60,36.2206666666667,0.592638074211951,0.0765092463917107
"WT","Saline","dark",20,1115463.3,3,60,35.9136666666667,0.583173569728069,0.075287384116838
"WT","Saline","dark",21,53375,5,60,36.8996666666667,0.365021321256377,0.0471240499412192
"WT","Saline","dark",21,53376,5,59,36.6510169491525,0.370947969747103,0.0482933122119229
"WT","Saline","dark",21,53377,4,60,35.1926666666667,0.302430082502154,0.0390435557640993
"WT","Saline","dark",21,53377,5,60,35.9566666666667,0.460392856070665,0.0594364621424851
"WT","Saline","dark",21,53406,5,60,35.3171666666667,0.416836722359421,0.053813389459524
"WT","Saline","dark",21,53407,4,60,36.4536666666667,0.320153388378751,0.0413316247140926
"WT","Saline","dark",21,53407,5,60,35.9091666666667,0.824915592326437,0.106496145036904
"WT","Saline","dark",21,1105702,7,60,34.638,0.352707686143082,0.045534366483717
"WT","Saline","dark",21,1105717,6,60,35.8386666666667,0.107363893603565,0.0138606190636864
"WT","Saline","dark",21,1105717,7,60,35.3611666666667,0.382946169012802,0.0494381378360171
"WT","Saline","dark",21,1110188.3,3,60,35.668,0.410922071873175,0.0530498113651284
"WT","Saline","dark",21,1113216.3,3,60,35.166,0.291839287093985,0.037676289956135
"WT","Saline","dark",21,1114201.3,3,60,34.5158333333333,0.0849983383021352,0.0109732382899825
"WT","Saline","dark",21,1114204.3,3,60,35.4176666666667,0.315096792590095,0.040678821004827
"WT","Saline","dark",21,1115463.3,3,60,35.4358333333333,0.230998508078436,0.0298217791595514
"WT","Saline","dark",22,53375,5,60,36.9771666666667,0.33835640454582,0.0436816239962861
"WT","Saline","dark",22,53376,5,60,36.2923333333333,0.462140805700801,0.0596621214694026
"WT","Saline","dark",22,53377,4,59,35.8191525423729,0.725442286341505,0.0944445412382396
"WT","Saline","dark",22,53377,5,60,36.3506666666667,0.99887541284961,0.128954261296753
"WT","Saline","dark",22,53406,5,60,35.5328333333333,0.634614768150571,0.0819284142768148
"WT","Saline","dark",22,53407,4,60,35.9245,0.536885004888921,0.0693115560921092
"WT","Saline","dark",22,53407,5,60,34.7053333333333,0.261102399982911,0.0337081748929535
"WT","Saline","dark",22,1105702,7,60,34.6081666666667,0.307502193276823,0.0396983624494463
"WT","Saline","dark",22,1105717,6,60,35.5413333333333,0.250358838515038,0.0323211870714858
"WT","Saline","dark",22,1105717,7,60,34.9796666666667,0.361193720813087,0.0466299088487926
"WT","Saline","dark",22,1110188.3,3,60,35.7218333333333,0.343962412543781,0.0444053565167796
"WT","Saline","dark",22,1113216.3,3,60,35.5398333333333,0.214701145597558,0.0277177987103665
"WT","Saline","dark",22,1114201.3,3,60,33.9651666666667,0.186297480961041,0.0240509013734168
"WT","Saline","dark",22,1114204.3,3,60,35.1888333333333,0.206028562004354,0.0265981729828642
"WT","Saline","dark",22,1115463.3,3,60,35.6745,0.309205789627204,0.0399182957925692
"WT","Saline","dark",23,53375,5,59,36.2293220338983,0.696629482498011,0.090693433683551
"WT","Saline","dark",23,53376,5,59,37.1986440677966,0.803248700326537,0.104574073542274
"WT","Saline","dark",23,53377,4,60,35.3576666666667,0.433368229798713,0.0559475978928601
"WT","Saline","dark",23,53377,5,59,36.3810169491525,0.671089425448764,0.0873684014699214
"WT","Saline","dark",23,53406,5,59,35.3347457627119,0.510271583983853,0.0664317018233179
"WT","Saline","dark",23,53407,4,60,36.2388333333333,0.393580227501619,0.0508109888836765
"WT","Saline","dark",23,53407,5,60,35.322,0.45112214137712,0.0582396180219671
"WT","Saline","dark",23,1105702,7,60,35.2421666666667,0.397262205460078,0.0512863301941504
"WT","Saline","dark",23,1105717,6,60,35.2441666666667,0.311912045765766,0.0402676719577432
"WT","Saline","dark",23,1105717,7,60,35.0873333333333,0.42531291239078,0.0549076608872155
"WT","Saline","dark",23,1110188.3,3,60,35.5385,0.374069806772724,0.0482922043983262
"WT","Saline","dark",23,1113216.3,3,60,35.3911666666667,0.312784604863392,0.0403803188528661
"WT","Saline","dark",23,1114201.3,3,60,33.6876666666667,0.0876310963046112,0.0113131258865886
"WT","Saline","dark",23,1114204.3,3,60,35.143,0.338217160205728,0.0436636476292784
"WT","Saline","dark",23,1115463.3,3,60,35.6056666666667,0.358250772252076,0.0462499758232746
"WT","Morphine Day 1","light",0,53375,5,59,37.3613559322034,0.607108629793198,0.0790388113598367
"WT","Morphine Day 1","light",0,53376,5,59,36.8271186440678,0.689305124488717,0.0897398834906873
"WT","Morphine Day 1","light",0,53377,4,60,35.445,0.346921082219192,0.0447873191294395
"WT","Morphine Day 1","light",0,53377,5,59,36.1167796610169,0.648428978585048,0.0844182625703954
"WT","Morphine Day 1","light",0,53406,5,59,35.3874576271186,0.580729604182172,0.0756045547428019
"WT","Morphine Day 1","light",0,53407,4,60,35.3243333333333,0.450492636809093,0.0581583493316894
"WT","Morphine Day 1","light",0,53407,5,59,35.5881355932203,0.469410762612136,0.061112075987152
"WT","Morphine Day 1","light",0,1105702,7,60,34.275,0.263679954953098,0.0340409358087357
"WT","Morphine Day 1","light",0,1105717,6,60,35.0405,0.267825044081557,0.0345760645141713
"WT","Morphine Day 1","light",0,1105717,7,60,34.3266666666667,0.107776709956463,0.0139139134256803
"WT","Morphine Day 1","light",0,1110188.3,3,60,34.2001666666667,1.25483808350688,0.161998899986965
"WT","Morphine Day 1","light",0,1113216.3,3,60,33.109,1.38789036347146,0.179175875469558
"WT","Morphine Day 1","light",0,1114201.3,3,60,34.4315,0.265686351339574,0.0342999604684261
"WT","Morphine Day 1","light",0,1114204.3,3,60,32.9545,1.40281245952913,0.181102309786953
